City_ID,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
372,Shirokiy,49.758,129.523,0.03,99,71,4.74,broken clouds
373,Engels,51.5,46.1167,8.51,92,13,7.31,few clouds
374,Pointe Michel,15.25,-61.3833,83.34,65,75,8.05,broken clouds
375,Kafr Asad,32.5983,35.7124,41.47,77,100,8.03,overcast clouds
376,Qaqortoq,60.7167,-46.0333,22.89,78,100,13.49,light snow
377,Pandan,14.0453,124.1694,77.76,89,83,7.49,broken clouds
378,Caramay,10.1815,119.236,78.49,87,14,2.04,few clouds
379,Dyer,36.0501,-89.4001,57.15,33,0,13.8,clear sky
380,Tondon,10.3667,-13.35,82.51,45,79,8.77,broken clouds
381,Montepuez,-13.1256,38.9997,71.42,96,100,3.15,overcast clouds
382,Juneau,58.3019,-134.4197,35.6,92,75,6.91,broken clouds
383,Choix,26.7092,-108.3219,85.73,9,11,6.33,few clouds
384,Tahara,34.6667,137.2667,63.03,88,100,12.91,moderate rain
385,Belaya Gora,68.5333,146.4167,-9.26,99,100,2.01,overcast clouds
386,Terenos,-20.4422,-54.8603,73.11,100,75,4.61,broken clouds
387,Pombas,17.1503,-25.0201,69.58,74,7,15.3,clear sky
388,North Bend,43.4065,-124.2243,50.23,94,100,18.41,mist
389,Victoria Point,-27.5833,153.3,67.91,91,92,3.0,overcast clouds
390,Kulachi,31.9286,70.4592,79.66,39,48,2.33,scattered clouds
391,Volkhov,59.9258,32.3382,32.72,99,100,3.85,overcast clouds
392,Arona,28.0996,-16.681,61.83,65,40,4.61,scattered clouds
393,Luangwa,-15.6167,30.4167,72.99,83,100,2.37,overcast clouds
394,Puerto Baquerizo Moreno,-0.9,-89.6,79.79,83,75,5.75,broken clouds
395,Morant Bay,17.8815,-76.4093,88.72,63,4,12.06,clear sky
396,Dingle,10.9995,122.6711,76.57,91,19,5.32,few clouds
397,Amapa,1.0,-52.0,80.46,94,100,3.38,moderate rain
398,Bandar-E Anzali,37.4727,49.4622,48.31,86,100,3.89,overcast clouds
399,Sola,-13.8833,167.55,82.31,72,100,7.81,overcast clouds
400,Araouane,18.9048,-3.5265,81.12,7,0,8.19,clear sky
401,Fayetteville,35.0527,-78.8784,50.88,27,0,8.05,clear sky
402,Vawkavysk,53.1561,24.4513,31.75,75,0,4.29,clear sky
403,Santa Cecilia,-26.9608,-50.4269,59.97,100,100,2.51,overcast clouds
404,Salta,-24.7859,-65.4117,73.99,70,40,10.36,scattered clouds
405,Barra Do Garcas,-15.89,-52.2567,90.18,58,75,0.0,broken clouds
406,Muros,42.7762,-9.0603,46.83,92,100,11.97,light rain
407,Mbanza-Ngungu,-5.25,14.8667,69.24,97,100,3.04,overcast clouds
408,Basar,27.9833,94.6667,62.15,50,19,2.66,few clouds
409,San Vicente,-26.6167,-54.1333,85.08,30,9,3.94,clear sky
410,Monster,52.0258,4.175,57.11,64,100,9.22,overcast clouds
411,Gigmoto,13.7796,124.39,78.4,87,98,7.11,overcast clouds
412,Celestun,20.8667,-90.4,75.99,62,96,15.86,overcast clouds
413,Pitanga,-24.7572,-51.7614,66.42,99,100,4.21,light rain
414,Qaqortoq,60.7167,-46.0333,22.89,78,100,13.49,light snow
415,Tilichiki,60.4667,166.1,-2.85,88,5,8.01,clear sky
416,Gornopravdinsk,60.05,69.9,-1.88,99,100,4.5,overcast clouds
417,Atbasar,51.8,68.3333,4.26,98,100,4.23,overcast clouds
418,Rzhev,56.2624,34.3282,33.35,91,100,10.07,overcast clouds
419,Boshnyakovo,49.6333,142.1667,21.67,97,100,1.34,light snow
420,Eyl,7.9803,49.8164,76.98,75,86,17.69,overcast clouds
421,Marsa Matruh,31.3525,27.2453,50.07,55,93,13.0,overcast clouds
422,Ndjole,-0.1783,10.7649,80.33,77,12,0.56,few clouds
423,Staraya Poltavka,50.4772,46.4814,-0.96,99,48,5.21,scattered clouds
424,Ivanivka,46.7208,34.553,27.27,61,6,6.76,clear sky
425,Odessa,46.4775,30.7326,34.99,64,42,2.82,scattered clouds
426,Wadowice,49.8834,19.4929,38.79,58,0,4.0,clear sky
427,Nueva Armenia,15.7956,-86.4985,82.58,55,21,6.31,few clouds
428,Caxias,38.7031,-9.2767,57.92,67,20,10.36,few clouds
429,Ambulu,-8.345,113.6058,76.08,91,100,3.29,overcast clouds
430,Ouadda,8.0777,22.4007,78.04,18,87,5.21,overcast clouds
431,Hede,33.7681,120.2517,53.08,89,100,3.09,overcast clouds
432,Sobolevo,54.4299,31.8996,24.22,94,85,6.4,overcast clouds
433,Marsa Matruh,31.3525,27.2453,50.07,55,93,13.0,overcast clouds
434,Porto Belo,-27.1578,-48.5531,73.89,93,100,7.58,overcast clouds
435,Griffith,41.5284,-87.4237,50.14,59,0,13.8,clear sky
436,Enshi,30.3,109.4833,65.82,87,100,1.34,overcast clouds
437,Dali,25.7,100.1833,53.38,39,4,4.85,clear sky
438,Yambio,4.5721,28.3955,78.19,57,100,4.45,overcast clouds
439,Coos Bay,43.3665,-124.2179,50.31,94,100,18.41,mist
440,Batemans Bay,-35.7167,150.1833,61.11,93,4,3.09,clear sky
441,Tungor,53.3808,142.9564,2.48,100,99,5.19,overcast clouds
442,Lamu,-2.2717,40.902,80.82,83,100,14.76,overcast clouds
443,Msanga,-6.05,36.0333,67.06,94,100,3.51,moderate rain
444,Chapais,49.7834,-74.8492,8.38,73,100,10.67,overcast clouds
445,Khasan,42.4308,130.6434,35.56,94,100,5.7,overcast clouds
446,Surt,31.2089,16.5887,58.77,70,12,20.29,few clouds
447,Almenara,-16.1836,-40.6944,89.85,42,100,6.24,overcast clouds
448,Abomey,7.1829,1.9912,82.62,60,12,11.27,light rain
449,Filadelfia,39.9523,-75.1638,38.14,40,40,12.66,scattered clouds
450,Guangyuan,32.442,105.823,64.78,76,100,6.53,overcast clouds
451,Elizabeth City,36.2946,-76.2511,45.0,43,0,10.36,clear sky
452,Talara,-4.5772,-81.2719,86.76,54,0,13.8,clear sky
453,Ananas,19.2466,-71.9557,87.21,41,73,13.89,broken clouds
454,Sola,-13.8833,167.55,82.31,72,100,7.81,overcast clouds
455,Maragogi,-9.0122,-35.2225,82.76,71,100,10.51,overcast clouds
456,Zhicheng,30.2956,111.5047,68.92,86,8,3.89,clear sky
457,La Macarena,2.1837,-73.7849,85.64,65,100,5.48,moderate rain
458,Teseney,15.11,36.6575,79.65,43,15,11.07,few clouds
459,Klyavlino,54.2649,52.0267,5.67,97,99,5.73,overcast clouds
460,The Valley,18.217,-63.0578,84.06,61,20,17.27,few clouds
461,Margate,51.3813,1.3862,48.31,89,100,3.0,light rain
462,Mut,36.6439,33.4389,29.55,64,1,13.13,clear sky
463,Kayes,14.0,-11.0,95.61,8,6,6.46,clear sky
464,Beberibe,-4.1797,-38.1306,87.01,75,100,6.29,overcast clouds
465,Kloulklubed,7.0419,134.2556,82.67,77,100,13.91,overcast clouds
466,Khandbari,27.3747,87.2039,63.95,39,1,4.52,clear sky
467,Paamiut,61.994,-49.6678,13.05,81,100,14.52,overcast clouds
468,Mala,-12.6581,-76.6308,76.24,72,100,6.96,overcast clouds
469,Stykkisholmur,65.0757,-22.7297,35.51,77,100,15.68,overcast clouds
470,Santa Rosa,14.3122,121.1114,80.58,79,63,4.07,broken clouds
471,Fort Saint James,54.4333,-124.25,34.61,80,100,4.52,overcast clouds
472,Isangel,-19.55,169.2667,77.63,81,10,3.96,clear sky
473,Mangai,-4.05,19.5333,70.41,88,86,0.83,overcast clouds
474,Kenora,49.8167,-94.4337,16.77,62,75,5.99,light snow
475,Rocha,-34.4833,-54.3333,73.53,49,4,10.13,clear sky
476,Glenwood Springs,39.5505,-107.3248,50.4,50,0,6.91,clear sky
477,Isangel,-19.55,169.2667,77.63,81,10,3.96,clear sky
478,Rio Branco,-9.9747,-67.81,72.21,100,100,5.75,light rain
479,Galle,6.0367,80.217,79.48,78,100,1.63,overcast clouds
