City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Stawell,-37.05,142.7667,63.75,76,69,4.68,AU,2022-03-13 17:49:51
296,Narrabri,-30.3167,149.7833,62.69,72,29,6.91,AU,2022-03-13 17:42:38
297,Luderitz,-26.6481,15.1594,66.22,78,0,28.3,NA,2022-03-13 17:41:11
298,Ust-Ordynskiy,52.805,104.7508,-7.42,98,99,4.38,RU,2022-03-13 17:49:52
299,Vallenar,-28.5708,-70.7581,84.54,25,0,9.75,CL,2022-03-13 17:49:52
300,Kashima,33.1061,130.0906,63.75,97,98,4.03,JP,2022-03-13 17:49:53
301,Yarmouth,41.7057,-70.2286,37.26,37,0,17.0,US,2022-03-13 17:49:53
302,Lazaro Cardenas,17.9583,-102.2,81.52,52,0,9.13,MX,2022-03-13 17:49:54
303,Prince Rupert,54.3161,-130.3201,38.89,81,75,14.97,CA,2022-03-13 17:49:51
304,Swan River,52.1058,-101.2676,19.29,68,51,6.91,CA,2022-03-13 17:49:55
305,Ixtapa,20.7,-105.2,74.43,60,0,3.44,MX,2022-03-13 17:41:17
306,Emborion,40.4833,21.55,32.36,81,6,0.29,GR,2022-03-13 17:49:55
307,Muros,42.7762,-9.0603,47.84,82,100,11.7,ES,2022-03-13 17:49:56
308,Rahuri,19.3833,74.65,79.25,18,0,5.95,IN,2022-03-13 17:49:56
309,Nicoya,10.1483,-85.452,95.16,30,21,12.73,CR,2022-03-13 17:49:57
310,Lae,-6.7221,146.9847,75.47,82,15,5.77,PG,2022-03-13 17:49:57
311,Katherine,-14.4667,132.2667,77.32,88,99,3.44,AU,2022-03-13 17:49:58
312,Lam Luk Ka,13.9323,100.7494,90.0,88,20,5.75,TH,2022-03-13 17:49:58
313,Dunedin,-45.8742,170.5036,54.81,80,8,5.99,NZ,2022-03-13 17:41:55
314,Aberdeen,57.1437,-2.0981,45.66,94,75,21.85,GB,2022-03-13 17:48:31
315,Glendive,47.1053,-104.7125,39.69,75,75,9.22,US,2022-03-13 17:49:59
316,Zhaotong,27.3167,103.7167,57.42,86,98,5.73,CN,2022-03-13 17:49:59
317,Walvis Bay,-22.9575,14.5053,72.55,64,100,17.27,NA,2022-03-13 17:50:00
318,Inhambane,-23.865,35.3833,80.58,78,20,5.01,MZ,2022-03-13 17:50:00
319,Antibes,43.5624,7.1278,53.08,70,75,21.85,FR,2022-03-13 17:50:01
320,Skjervoy,70.0311,20.9714,39.18,74,74,9.51,NO,2022-03-13 17:50:02
321,Ponta Do Sol,32.6667,-17.1,66.0,65,85,11.48,PT,2022-03-13 17:50:03
322,Karasburg,-28.0167,18.75,68.79,44,60,18.84,NA,2022-03-13 17:50:03
323,Ubon Ratchathani,15.1667,105.1667,82.29,43,73,4.23,TH,2022-03-13 17:50:04
324,Sheksna,59.21,38.5107,35.56,95,100,7.36,RU,2022-03-13 17:50:04
325,Biankouma,7.7391,-7.6138,77.07,65,100,3.62,CI,2022-03-13 17:50:05
326,Cedar City,37.6775,-113.0619,48.4,42,0,8.05,US,2022-03-13 17:45:25
327,Maraa,-1.8333,-65.3667,74.44,99,100,3.38,BR,2022-03-13 17:50:06
328,Safaga,26.7292,33.9365,62.28,40,0,23.31,EG,2022-03-13 17:50:06
329,Neiafu,-18.65,-173.9833,79.48,89,40,0.0,TO,2022-03-13 17:50:07
330,Souillac,-20.5167,57.5167,77.38,88,40,9.22,MU,2022-03-13 17:50:07
331,Kampot,10.6167,104.1833,82.45,78,97,5.95,KH,2022-03-13 17:50:08
332,Moindou,-21.6924,165.677,78.24,82,26,3.94,NC,2022-03-13 17:50:08
333,Huallanca,-9.8993,-76.9417,50.36,85,100,3.96,PE,2022-03-13 17:50:09
334,Edremit,39.5961,27.0244,33.12,65,57,4.76,TR,2022-03-13 17:50:09
335,Oranjestad,12.524,-70.027,85.95,66,20,24.16,AW,2022-03-13 17:50:10
336,Sao Mateus,-18.7161,-39.8589,85.66,57,55,9.08,BR,2022-03-13 17:50:10
337,Pacatuba,-3.9842,-38.6203,85.37,78,100,3.8,BR,2022-03-13 17:50:11
338,Laguna,38.421,-121.4238,62.06,66,0,11.5,US,2022-03-13 17:47:19
339,Comodoro Rivadavia,-45.8667,-67.5,80.46,13,0,17.27,AR,2022-03-13 17:50:12
340,Keti Bandar,24.1447,67.4497,78.31,64,0,9.37,PK,2022-03-13 17:50:12
341,San Patricio,28.017,-97.5169,66.9,48,2,14.03,US,2022-03-13 17:50:12
342,Kirakira,-10.4544,161.9205,79.11,81,98,1.57,SB,2022-03-13 17:50:13
343,Mandiana,10.6333,-8.6833,98.8,11,52,2.21,GN,2022-03-13 17:50:13
344,Hit,33.6416,42.8251,55.92,34,0,8.34,IQ,2022-03-13 17:50:14
345,Almirante,9.3,-82.4,85.55,58,3,7.7,PA,2022-03-13 17:50:14
346,Uong Bi,21.0333,106.7833,69.78,88,86,0.87,VN,2022-03-13 17:50:14
347,Aransas Pass,27.9095,-97.15,67.05,61,0,18.41,US,2022-03-13 17:50:15
348,Yar-Sale,66.8333,70.8333,3.13,99,98,5.95,RU,2022-03-13 17:42:13
349,Yumen,40.2833,97.2,49.28,28,89,5.5,CN,2022-03-13 17:50:16
350,Yeppoon,-23.1333,150.7333,69.58,78,96,12.3,AU,2022-03-13 17:50:16
351,Acobamba,-11.3525,-75.6594,54.16,90,100,4.59,PE,2022-03-13 17:41:43
352,Ilulissat,69.2167,-51.1,1.54,80,88,12.12,GL,2022-03-13 17:50:16
353,Valparaiso,-33.0393,-71.6273,66.43,72,20,11.5,CL,2022-03-13 17:46:14
354,Rio Branco,-9.9747,-67.81,75.81,100,100,3.44,BR,2022-03-13 17:50:17
355,Orange,33.7,-117.7675,68.23,68,75,9.22,US,2022-03-13 17:47:13
356,Belyy Yar,53.6039,91.3903,6.69,59,0,8.95,RU,2022-03-13 17:50:18
357,Merauke,-8.4667,140.3333,79.5,88,71,8.63,ID,2022-03-13 17:50:18
358,Solyanka,46.3889,48.0176,26.55,74,100,6.71,RU,2022-03-13 17:50:19
359,Ketchikan,55.3422,-131.6461,37.38,100,40,4.61,US,2022-03-13 17:50:19
360,Mahajanga,-15.7167,46.3167,80.62,89,20,4.61,MG,2022-03-13 17:50:20
361,Bowmore,34.9421,-79.3031,48.74,28,0,3.44,US,2022-03-13 17:50:20
362,Touros,-5.1989,-35.4608,85.03,63,99,9.78,BR,2022-03-13 17:50:20
363,Yuksekova,37.5736,44.2872,16.25,95,86,1.05,TR,2022-03-13 17:41:15
364,Labuhan,-6.8844,112.2051,78.96,87,100,3.47,ID,2022-03-13 17:50:21
365,Alofi,-19.0595,-169.9187,67.89,100,60,2.3,NU,2022-03-13 17:50:21
366,Sao Joao Da Barra,-21.6403,-41.0511,81.41,76,16,13.98,BR,2022-03-13 17:50:22
367,Ca Mau,9.1769,105.15,78.8,85,84,8.12,VN,2022-03-13 17:41:50
368,Yuci,37.6803,112.7319,46.15,76,74,4.47,CN,2022-03-13 17:50:22
369,Conceicao Do Araguaia,-8.2578,-49.2647,85.24,69,85,5.03,BR,2022-03-13 17:50:23
370,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.06,67,99,9.78,BR,2022-03-13 17:46:30
371,Luganville,-15.5333,167.1667,78.49,85,11,4.36,VU,2022-03-13 17:50:23
372,Matagami,49.7502,-77.6328,12.31,48,75,12.66,CA,2022-03-13 17:50:24
373,Preobrazheniye,42.9019,133.9064,31.28,88,77,3.29,RU,2022-03-13 17:50:24
374,Brigham City,41.5102,-112.0155,44.4,55,100,1.99,US,2022-03-13 17:50:25
375,Amazar,53.858,120.875,5.36,96,96,2.37,RU,2022-03-13 17:50:25
376,Waitati,-45.75,170.5667,54.81,80,12,7.29,NZ,2022-03-13 17:42:10
377,Bahia De Caraquez,-0.6,-80.4167,84.38,73,49,6.44,EC,2022-03-13 17:50:26
378,Kahului,20.8947,-156.47,72.84,77,20,8.99,US,2022-03-13 17:50:26
379,Bambanglipuro,-7.95,110.2833,78.4,89,100,6.24,ID,2022-03-13 17:42:11
380,Leku,6.8667,38.45,69.13,40,81,4.23,ET,2022-03-13 17:50:27
381,Sungaipenuh,-2.0833,101.3833,65.5,97,100,1.95,ID,2022-03-13 17:50:27
382,Broome,42.2506,-75.833,29.01,53,92,10.0,US,2022-03-13 17:50:28
383,Klaksvik,62.2266,-6.589,45.52,95,100,21.56,FO,2022-03-13 17:50:28
384,Sehithwa,-20.4667,22.7167,78.21,51,95,5.79,BW,2022-03-13 17:50:29
385,Manadhoo,5.7667,73.3833,83.08,71,14,4.83,MV,2022-03-13 17:50:29
386,Cayenne,4.9333,-52.3333,75.24,1,75,4.61,GF,2022-03-13 17:42:22
387,Lovozero,68.005,35.0117,13.41,94,55,4.85,RU,2022-03-13 17:50:30
388,Sainte-Maxime,43.3,6.6333,50.02,81,100,27.11,FR,2022-03-13 17:50:30
389,Hope,33.6671,-93.5916,53.65,38,1,10.25,US,2022-03-13 17:50:31
390,Kurduvadi,18.0833,75.4333,84.18,19,5,10.04,IN,2022-03-13 17:50:31
391,Samarai,-10.6167,150.6667,83.01,77,72,11.18,PG,2022-03-13 17:50:32
392,Pokosnoye,55.5258,101.0536,-18.38,100,50,1.9,RU,2022-03-13 17:50:32
393,Shakawe,-18.3667,21.85,74.84,65,99,4.63,BW,2022-03-13 17:50:32
394,Kytmanovo,53.4593,85.4479,8.87,85,100,9.01,RU,2022-03-13 17:50:33
395,Grand Gaube,-20.0064,57.6608,78.39,86,79,5.99,MU,2022-03-13 17:41:22
396,Pontianak,-0.0333,109.3333,78.78,88,20,0.0,ID,2022-03-13 17:50:34
397,Pangai,-19.8,-174.35,78.91,83,40,3.44,TO,2022-03-13 17:50:34
398,San Jose,37.3394,-121.895,61.74,67,75,6.91,US,2022-03-13 17:48:15
399,Omboue,-1.5746,9.2618,80.33,81,79,5.99,GA,2022-03-13 17:50:35
400,Tandil,-37.3217,-59.1332,78.26,35,2,9.69,AR,2022-03-13 17:50:35
401,Markova,48.6758,24.4138,27.23,90,100,3.4,UA,2022-03-13 17:50:36
402,Portland,45.5234,-122.6762,48.18,91,100,18.01,US,2022-03-13 17:47:15
403,Voh,-20.9667,164.7,76.08,90,45,3.24,NC,2022-03-13 17:50:36
404,Chapais,49.7834,-74.8492,2.98,73,100,10.85,CA,2022-03-13 17:47:46
405,Lewisporte,49.2499,-55.0482,35.31,68,92,20.96,CA,2022-03-13 17:50:37
406,Carballo,43.213,-8.691,48.76,89,100,6.13,ES,2022-03-13 17:42:44
407,Whitianga,-36.8333,175.7,61.12,84,59,9.37,NZ,2022-03-13 17:50:37
408,Talnakh,69.4865,88.3972,-14.91,91,100,6.64,RU,2022-03-13 17:50:38
409,Santa Ana,33.7456,-117.8678,67.95,65,75,9.22,US,2022-03-13 17:46:00
410,Antofagasta,-23.65,-70.4,72.21,61,4,9.71,CL,2022-03-13 17:37:47
411,Crossville,35.949,-85.0269,40.08,41,0,11.99,US,2022-03-13 17:50:39
412,Saint-Cyr-Sur-Loire,47.4,0.6667,48.45,82,75,10.36,FR,2022-03-13 17:50:39
413,Kieta,-6.2167,155.6333,77.74,79,42,0.65,PG,2022-03-13 17:50:40
414,The Valley,18.217,-63.0578,82.54,61,20,16.11,AI,2022-03-13 17:50:40
415,Erenhot,43.6475,111.9767,29.77,64,16,8.99,CN,2022-03-13 17:50:41
416,Baracoa,20.3467,-74.4958,82.36,65,5,8.66,CU,2022-03-13 17:50:41
417,Bathsheba,13.2167,-59.5167,84.81,61,40,21.85,BB,2022-03-13 17:50:42
418,Terrace Bay,48.7834,-87.1,22.06,74,96,6.91,CA,2022-03-13 17:50:42
419,Portsmouth,50.799,-1.0913,51.31,87,100,4.0,GB,2022-03-13 17:49:22
420,Tuatapere,-46.1333,167.6833,51.12,91,4,1.45,NZ,2022-03-13 17:50:43
421,San Andres,12.5847,-81.7006,84.22,74,40,12.66,CO,2022-03-13 17:50:43
422,Mayo,38.8876,-76.5119,39.25,40,75,9.22,US,2022-03-13 17:50:44
423,Poum,-20.2333,164.0167,80.55,80,69,11.95,NC,2022-03-13 17:41:48
424,Watrous,51.6668,-105.4679,15.58,86,100,3.44,CA,2022-03-13 17:50:45
425,Ballina,-28.8667,153.5667,64.58,96,58,5.75,AU,2022-03-13 17:48:02
426,Tiznit,29.5833,-9.5,58.03,61,8,8.84,MA,2022-03-13 17:50:45
427,Placido De Castro,-10.3353,-67.1856,75.09,92,100,0.76,BR,2022-03-13 17:50:46
428,Ostrovnoy,68.0531,39.5131,27.14,87,100,5.59,RU,2022-03-13 17:50:46
429,Saint-Paul,-21.0096,55.2707,79.36,84,84,1.72,RE,2022-03-13 17:50:47
430,Sechura,-5.5569,-80.8222,86.68,52,46,12.33,PE,2022-03-13 17:50:47
431,Grand-Santi,4.25,-54.3833,82.33,84,100,3.13,GF,2022-03-13 17:42:34
432,Sherbakul,54.6316,72.3963,6.33,90,99,12.08,RU,2022-03-13 17:50:30
433,Sinazongwe,-17.2614,27.4618,79.14,66,61,4.68,ZM,2022-03-13 17:50:48
434,Viedma,-40.8135,-62.9967,80.31,28,31,19.42,AR,2022-03-13 17:50:48
435,Eskil,38.4017,33.4131,23.94,71,84,7.85,TR,2022-03-13 17:50:49
436,Thai Binh,20.45,106.3333,69.94,88,76,5.5,VN,2022-03-13 17:50:49
437,Ismailia,30.6043,32.2723,49.77,49,96,14.97,EG,2022-03-13 17:46:15
438,Nardaran,40.5561,50.0056,38.84,81,100,13.8,AZ,2022-03-13 17:50:50
439,Lichinga,-13.3128,35.2406,62.28,96,100,2.75,MZ,2022-03-13 17:50:50
440,Lahat,-3.8,103.5333,73.71,99,100,1.21,ID,2022-03-13 17:50:51
441,Campoverde,-8.4753,-74.8058,80.29,93,100,3.04,PE,2022-03-13 17:50:51
442,Mapiri,-15.25,-68.1667,76.87,68,99,2.37,BO,2022-03-13 17:50:52
443,Mitu,1.1983,-70.1733,77.32,94,100,2.64,CO,2022-03-13 17:50:53
444,Heihe,50.2441,127.4902,19.98,98,65,0.31,CN,2022-03-13 17:50:53
445,Gorontalo,0.5412,123.0595,75.58,95,97,2.01,ID,2022-03-13 17:50:53
446,Kamalasai,16.3384,103.5756,85.98,99,80,5.91,TH,2022-03-13 17:50:54
447,Maku,39.2911,44.4521,32.61,37,40,4.61,IR,2022-03-13 17:50:55
448,Rudnogorsk,57.2639,103.7519,-22.34,100,49,1.92,RU,2022-03-13 17:50:55
449,Port Hawkesbury,45.6169,-61.3485,26.19,81,100,34.52,CA,2022-03-13 17:50:56
450,Guilin,25.2819,110.2864,66.31,83,99,1.61,CN,2022-03-13 17:50:56
451,Axim,4.8699,-2.2405,81.99,80,75,8.95,GH,2022-03-13 17:50:57
452,Teeli,51.0333,90.2333,7.7,95,86,2.64,RU,2022-03-13 17:50:57
453,Hofn,64.2539,-15.2082,39.15,62,57,7.09,IS,2022-03-13 17:50:58
454,Uchiza,-8.4592,-76.4633,72.03,98,100,0.69,PE,2022-03-13 17:50:58
455,Cumberland,35.0502,-78.8664,46.58,25,0,9.22,US,2022-03-13 17:49:47
456,Vao,-22.6667,167.4833,79.43,80,37,16.55,NC,2022-03-13 17:43:04
457,Faya,18.3851,42.4509,64.51,62,9,2.42,SA,2022-03-13 17:50:59
458,Shitkino,56.3703,98.3543,-12.05,100,53,2.73,RU,2022-03-13 17:51:00
459,Mengcheng,33.2579,116.5655,60.08,95,0,5.77,CN,2022-03-13 17:51:00
460,Mikuni,36.2171,136.1519,55.31,98,100,9.24,JP,2022-03-13 17:46:47
461,Vostok,46.4856,135.8833,17.51,98,99,0.96,RU,2022-03-13 17:51:01
462,Maniitsoq,65.4167,-52.9,3.81,78,79,7.0,GL,2022-03-13 17:51:01
463,Stepantsevo,56.1314,41.7032,31.84,98,100,8.46,RU,2022-03-13 17:51:01
464,Jeremie,18.65,-74.1167,83.7,64,4,7.85,HT,2022-03-13 17:51:02
465,Evensk,61.95,159.2333,6.53,80,62,8.86,RU,2022-03-13 17:51:02
466,Vizinga,61.0749,50.1031,22.66,97,100,3.44,RU,2022-03-13 17:51:03
467,Gamboma,-1.8764,15.8644,73.29,78,100,3.98,CG,2022-03-13 17:51:03
468,Bo Rai,12.5728,102.5371,77.54,91,70,0.81,TH,2022-03-13 17:51:04
469,Bolgar,54.95,49.0667,20.14,96,99,8.32,RU,2022-03-13 17:51:04
470,Linxia,35.6003,103.2064,44.98,42,32,2.8,CN,2022-03-13 17:51:05
471,Half Moon Bay,37.4636,-122.4286,61.79,79,75,11.5,US,2022-03-13 17:51:05
472,Gualeguaychu,-33.0094,-58.5172,72.9,54,0,3.67,AR,2022-03-13 17:51:01
473,Aswan,24.0934,32.907,65.16,16,2,12.37,EG,2022-03-13 17:51:06
474,Waipawa,-41.4122,175.5153,54.68,74,100,6.31,NZ,2022-03-13 17:51:06
475,Neyshabur,36.2133,58.7958,61.5,46,100,6.46,IR,2022-03-13 17:51:06
476,Harper,4.375,-7.7169,81.99,78,98,8.75,LR,2022-03-13 17:51:07
477,Smithers,54.7804,-127.1743,28.72,80,75,4.61,CA,2022-03-13 17:49:47
478,Kailua,21.4022,-157.7394,77.65,75,75,8.05,US,2022-03-13 17:51:07
479,Yudong,29.385,106.5194,75.79,76,92,3.27,CN,2022-03-13 17:51:08
480,Lorengau,-2.0226,147.2712,81.45,78,66,7.45,PG,2022-03-13 17:46:38
481,Cutro,39.0353,16.9819,44.65,65,4,3.09,IT,2022-03-13 17:51:08
482,Port-Gentil,-0.7193,8.7815,82.49,75,87,7.92,GA,2022-03-13 17:51:09
483,Khovu-Aksy,51.1333,93.6,11.52,93,100,3.06,RU,2022-03-13 17:51:09
484,Nha Trang,12.25,109.1833,77.0,86,95,4.23,VN,2022-03-13 17:47:54
485,Grindavik,63.8424,-22.4338,37.87,75,40,18.41,IS,2022-03-13 17:42:59
486,Hobyo,5.3505,48.5268,79.27,74,71,16.69,SO,2022-03-13 17:51:10
487,Gazojak,41.1875,61.4036,53.11,37,98,5.21,TM,2022-03-13 17:51:11
488,Tikrit,34.6071,43.6782,54.75,38,2,4.65,IQ,2022-03-13 17:51:11
489,Natitingou,10.3042,1.3796,91.87,21,79,2.17,BJ,2022-03-13 17:49:19
490,Beloit,42.5084,-89.0318,46.42,56,15,11.99,US,2022-03-13 17:46:36
491,Nishihara,26.1842,127.7558,67.28,88,0,5.75,JP,2022-03-13 17:51:12
492,Vardo,70.3705,31.1107,35.58,87,75,6.91,NO,2022-03-13 17:51:12
493,Wahiawa,21.5028,-158.0236,74.37,82,0,0.0,US,2022-03-13 17:51:13
494,Zalantun,48.0,122.7167,23.92,81,100,1.45,CN,2022-03-13 17:51:13
495,Aksarka,66.5606,67.7975,-1.48,100,93,3.53,RU,2022-03-13 17:51:14
496,Aitape,-3.1374,142.3475,79.2,87,100,5.93,PG,2022-03-13 17:51:14
497,Itapipoca,-3.4944,-39.5786,80.71,84,100,4.45,BR,2022-03-13 17:50:17
498,Krasnoselkup,65.7,82.4667,-7.01,100,82,7.7,RU,2022-03-13 17:42:45
499,Ambulu,-8.345,113.6058,76.26,91,98,3.36,ID,2022-03-13 17:51:15
500,Houma,29.5958,-90.7195,55.99,54,0,9.22,US,2022-03-13 17:51:15
501,Cockburn Town,21.4612,-71.1419,80.56,74,40,13.8,TC,2022-03-13 17:51:16
502,Luanda,-8.8368,13.2343,82.4,78,75,10.36,AO,2022-03-13 17:48:30
503,Taltal,-25.4,-70.4833,70.47,69,6,7.29,CL,2022-03-13 17:41:50
504,Buloh Kasap,2.5536,102.764,75.31,96,12,3.42,MY,2022-03-13 17:51:16
505,Kenai,60.5544,-151.2583,26.15,76,0,18.41,US,2022-03-13 17:51:17
506,Fort Nelson,58.8053,-122.7002,-4.41,65,75,8.05,CA,2022-03-13 17:51:17
507,Maceio,-9.6658,-35.7353,87.24,66,75,13.8,BR,2022-03-13 17:51:18
508,Kaeo,-35.1,173.7833,61.32,94,27,7.34,NZ,2022-03-13 17:51:18
509,Fez,34.0372,-4.9998,62.85,55,40,5.75,MA,2022-03-13 17:48:20
510,Naze,28.3667,129.4833,63.84,88,30,7.05,JP,2022-03-13 17:50:10
511,Ifakara,-8.1333,36.6833,74.95,93,100,1.32,TZ,2022-03-13 17:51:19
512,Porbandar,21.6422,69.6093,81.3,43,0,8.9,IN,2022-03-13 17:51:19
513,Elizabeth City,36.2946,-76.2511,41.05,48,0,8.05,US,2022-03-13 17:51:19
514,Turayf,31.6725,38.6637,50.25,40,0,4.61,SA,2022-03-13 17:51:20
515,Mackay,-21.15,149.2,75.69,83,40,8.05,AU,2022-03-13 17:51:20
516,Beloha,-25.1667,45.05,75.9,75,99,14.88,MG,2022-03-13 17:42:33
517,Olafsvik,64.8945,-23.7142,38.71,69,81,24.02,IS,2022-03-13 17:51:21
518,Alenquer,-1.9417,-54.7383,82.69,81,99,3.18,BR,2022-03-13 17:51:22
519,Haines Junction,60.7522,-137.5108,6.75,72,100,3.44,CA,2022-03-13 17:51:22
520,Redmond,47.674,-122.1215,52.57,80,68,1.01,US,2022-03-13 17:46:30
521,Muncie,40.1934,-85.3864,45.66,51,20,25.32,US,2022-03-13 17:51:23
522,Kununurra,-15.7667,128.7333,80.58,89,73,4.61,AU,2022-03-13 17:51:24
523,Sibolga,1.7427,98.7792,77.02,89,84,3.15,ID,2022-03-13 17:51:24
524,Melfort,52.8667,-104.6177,12.33,57,61,4.61,CA,2022-03-13 17:51:25
525,Taloda,21.5667,74.2167,84.85,16,0,2.64,IN,2022-03-13 17:51:25
526,Taganak,6.0833,118.3,78.94,80,27,6.87,PH,2022-03-13 17:51:26
527,Jega,12.2175,4.3792,91.38,12,62,9.31,NG,2022-03-13 17:51:26
528,Rotterdam,51.9225,4.4792,58.82,60,100,11.5,NL,2022-03-13 17:51:27
529,North Platte,41.1239,-100.7654,54.12,38,0,7.0,US,2022-03-13 17:51:27
530,Illapel,-31.6308,-71.1653,83.03,39,0,8.77,CL,2022-03-13 17:51:28
531,Hegang,47.4,130.3667,13.14,97,78,2.89,CN,2022-03-13 17:51:28
532,Westerland,54.9079,8.3033,43.02,75,75,12.66,DE,2022-03-13 17:51:28
533,Santarem,-2.4431,-54.7083,84.33,84,40,11.5,BR,2022-03-13 17:51:29
534,Kitimat,54.0524,-128.6534,34.18,84,100,2.62,CA,2022-03-13 17:51:29
535,Santa Maria,-29.6842,-53.8069,65.5,94,100,5.75,BR,2022-03-13 17:51:30
536,Gannavaram,16.5333,80.8,77.49,56,94,1.3,IN,2022-03-13 17:51:30
537,Miracema Do Tocantins,-9.5618,-48.3967,85.91,68,60,3.71,BR,2022-03-13 17:51:31
538,Husavik,66.0449,-17.3389,30.45,77,50,10.65,IS,2022-03-13 17:51:31
539,Maxixe,-23.8597,35.3472,80.42,78,20,5.01,MZ,2022-03-13 17:51:32
540,Riyadh,24.6877,46.7219,78.94,17,0,14.79,SA,2022-03-13 17:50:08
541,Hanyang,32.1371,105.5126,63.9,68,78,13.6,CN,2022-03-13 17:51:32
542,Sakaiminato,35.55,133.2333,53.58,100,75,6.91,JP,2022-03-13 17:51:33
543,Nioro,13.35,-15.75,103.08,7,17,2.3,GM,2022-03-13 17:51:33
544,Porto Velho,-8.7619,-63.9039,86.05,66,40,4.61,BR,2022-03-13 17:51:34
545,Copiapo,-27.3667,-70.3333,65.89,31,0,8.68,CL,2022-03-13 17:46:52
546,Boa Vista,2.8197,-60.6733,89.58,45,40,12.66,BR,2022-03-13 17:51:34
547,Whitehorse,60.7161,-135.0538,1.81,74,100,9.22,CA,2022-03-13 17:51:35
548,Genhe,50.7833,121.5167,3.45,100,98,1.72,CN,2022-03-13 17:51:35
549,Carutapera,-1.195,-46.02,81.36,85,90,8.41,BR,2022-03-13 17:41:47
550,Ubud,-8.5098,115.2654,78.12,93,100,3.65,ID,2022-03-13 17:50:36
551,Coquimbo,-29.9533,-71.3436,65.93,72,20,12.66,CL,2022-03-13 17:51:36
552,Griffith,41.5284,-87.4237,46.27,62,0,17.27,US,2022-03-13 17:51:04
553,Timra,62.487,17.3257,31.68,74,0,3.44,SE,2022-03-13 17:51:37
554,Ngunguru,-35.6167,174.5,66.76,76,13,12.68,NZ,2022-03-13 17:51:37
555,Nyurba,63.2842,118.3319,-4.29,99,100,2.68,RU,2022-03-13 17:51:38
556,Plouzane,48.3833,-4.6167,48.52,78,20,8.05,FR,2022-03-13 17:51:38
557,Cumra,37.5732,32.7745,13.06,86,44,5.26,TR,2022-03-13 17:51:39
558,Itatskiy,56.07,89.0369,-8.5,100,34,5.97,RU,2022-03-13 17:51:39
559,Kamenka,51.3223,42.7678,2.95,99,19,6.2,RU,2022-03-13 17:51:39
560,Port Shepstone,-30.7414,30.455,77.18,89,0,12.44,ZA,2022-03-13 17:48:56
561,Ust-Shonosha,61.1531,41.343,18.86,96,83,5.73,RU,2022-03-13 17:51:40
562,Aketi,2.7388,23.7833,71.37,96,82,4.61,CD,2022-03-13 17:51:40
563,Laurel,39.0993,-76.8483,38.75,44,100,12.66,US,2022-03-13 17:51:41
564,Bruhl,50.8293,6.905,59.09,45,0,10.36,DE,2022-03-13 17:51:41
565,Biak,-0.9131,122.8766,76.12,85,36,3.51,ID,2022-03-13 17:51:42
566,Qui Nhon,13.7667,109.2333,73.81,89,93,6.08,VN,2022-03-13 17:51:42
